,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,Timestamp,Title,Creator,handle,URL,Description,Type,Category,Tag,Img,Example,Unnamed: 12
25,2024-04-14T16:42:46Z,UClwrpH_Np9zk8uMwnMwu8Nw,29-year-old Nigerian Woman&#39;s Epic Solo Road Trip From London To Lagos!,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/NeWVC-T5EBw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NeWVC-T5EBw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NeWVC-T5EBw/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-04-14T16:42:46Z,NeWVC-T5EBw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/NeWVC-T5EBw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 15:55:53,WODE MAYA,WODE MAYA,,https://www.youtube.com/@WODEMAYA,"Kobina Ackon known widely by the brand name, Wode Maya is a Ghanaian freelance Vlogger / YouTuber. With a degree in Aeronautical Engineering from Shenyang Aerospace University, China, Wode Maya has, over the years been able to create a niche for himself in the area of Social Media Content creation and in a space of a few years; his channel grew in popularity, attracting over a Million subscribers.",Channel,Travel,Travel,,https://youtu.be/iAgXTLYExE0,
14,2024-04-14T09:32:52Z,UCMe6CgCi6TSZX1tUxuUvCGg,"SIERRA LEONE First Lady, Fatima Bio EXPOSES UK, US &amp; China&#39;s EXPLOITATION of MINERALS IN AFRICA",,"{'default': {'url': 'https://i.ytimg.com/vi/kMj-80dLu2A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/kMj-80dLu2A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/kMj-80dLu2A/hqdefault.jpg', 'width': 480, 'height': 360}}",Pan-African Daily TV,none,2024-04-14T09:32:52Z,kMj-80dLu2A,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/kMj-80dLu2A"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 15:52:49,Pan-African Daily TV,Pan-African Daily TV,,https://www.youtube.com/@PanAfricanDailyTV,"Welcome to PanafricanDTV, your AFROTV. We are here to help revamp the spirit of a United Africa, #MakeAfricaGreatagain. We believe in '#Ubuntu the African philosophy of oneness and the bond of upholding African Values, Cultures, Spirituality and more. Are you Pan-African? Organization, group, initiatives and private persons with the spirit of pan-Africanism..then join us on this platform. Irrespective of all the negativities about Africa, Africa still remain to be that virgin continent with more than enough to offer ourselves and the entire world. We need to grow beyond the negative attributes and build Africa for Africans. Subscribe to our channel and be a part of this great dream #theafricawewant # UnitedAfrica  #Africaunion #Africandescent..  ABOUT US: - The Pan African Daily TV seeks to Unite all Sons and Daughters of Africa, African citizenry in the Diaspora and people of African Descent worldwide with a common purpose.  Support with a regular amount each month, Thanks.",Channel,Current Events,Culture,,https://youtu.be/l9b0MmUB6u0,
28,2024-04-13T17:26:27Z,UCF-A_4x9-bLrxXrmgBOWuJA,"CIC Julius Malema Addresses EFF Manifesto Town Hall Meeting, Lenasia.",,"{'default': {'url': 'https://i.ytimg.com/vi/xbDPWC-hu_c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xbDPWC-hu_c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xbDPWC-hu_c/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-04-13T17:26:27Z,xbDPWC-hu_c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/xbDPWC-hu_c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 16:15:26,Economic Freedom Fighters,Economic Freedom Fighters,,https://www.youtube.com/@economicfreedomfighters7948,Economic Freedom Fighters,Channel,Current Events,Politics,,https://youtu.be/NFB3j-4uBiY,
30,2024-04-13T10:31:14Z,UCOhiR-6Y-MZtMERKRENrcRw,Going to the only Israelite community IGBO Land,"This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/d6yRcST6ut0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/d6yRcST6ut0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/d6yRcST6ut0/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-04-13T10:31:14Z,d6yRcST6ut0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/d6yRcST6ut0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 16:25:11,GoBlack2Africa,GoBlack2Africa,,https://www.youtube.com/@goblack2africa54,"This channel is to educate and bring to light the up and coming Continent of Africa.  Recreating the depiction of Africa for what it truly is.  So many who are from the Diaspora will be motivated to visit or relocate to Africa.  Lastly, GOBLACK2AFRICA provides motivational talks and current events happening in our life that we can learn from. Get ready to venture into the real life and adventures of the African. Our website GoBlack2Africa@gmail.com will be up in January.  Please look through all the exciting things we will be involved in for your experience in Africa.",Channel,Travel,Travel,,https://youtu.be/GZ0e6v5jYyQ,
37,2024-04-11T05:04:02Z,UCuvO0y2EU_kRfYzlhGJNOKA,How Did America&#39;s Wealthy Elite Re Write World History,"The United States was supposed to be a democratically run country. However, that has not been the case since the turn of the ...","{'default': {'url': 'https://i.ytimg.com/vi/RPSnS-ucmOA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RPSnS-ucmOA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RPSnS-ucmOA/hqdefault.jpg', 'width': 480, 'height': 360}}",Straight UP,none,2024-04-11T05:04:02Z,RPSnS-ucmOA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/RPSnS-ucmOA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",,,Straight Up,,,,,History,,,,
1,2024-04-08T21:33:08Z,UC__wkIWEfbnTAYVT8j6gfPg,The West is falling &amp; all their colonial lies are being exposed🧑🏾‍🦱👩🏿‍🦱👩🏽🧑🏿‍🦱👨🏾‍🦱🧕🏿,,"{'default': {'url': 'https://i.ytimg.com/vi/KjsCJRe-4FI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KjsCJRe-4FI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KjsCJRe-4FI/hqdefault.jpg', 'width': 480, 'height': 360}}",Know Thyself,none,2024-04-08T21:33:08Z,KjsCJRe-4FI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/KjsCJRe-4FI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 15:46:34,Know Thyself,Know Thyself,,https://youtu.be/fH8cSxfGiuA,"𓂀 Eye Am One with Spirit Peace, peace, family, and welcome to the channel. Magnum Opus® presents Know Thyself Institute YouTube channel.  Grab the kids and some popcorn and learn about Africa in antiquity and our place on the world stage.  Know Thyself the Docuseries: First Season of Know Thyself the Docuseries will uncover the hidden history of Nile Valley culture as well as its origins.  𓁠 - Know Thyself  On this channel we promote critical thinking and encourage growth and healing. Knowledge, wisdom, and understanding are the pillars on which we stand, and it is these core principles which influence and shape our content. Join us as we explore different subjects and engage in ways that are both thought provoking and inspiring.  Powered by Magnum Opus | Master Your Craft®  Know Thyself Institute: https://www.KnowThyselfInstitute.com https://www.facebook.com/knowthyselfinstitute Magnum Opus Film: https://www.MagnumOpusPublications.com",Channel,History,History,,https://youtu.be/fH8cSxfGiuA,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1
4,2024-04-08T16:01:24Z,UCh2ANLALdN1OZUJKmvchkkg,Why Do Scientists Never Talk About THIS? : Scientists Dirty Little Secret About Egypt | Documentary,"Most of us have heard of Shemai's discovery, but there is something that scientists didn't tell us. A fact that will change the entire ...","{'default': {'url': 'https://i.ytimg.com/vi/Et9_4_lVWss/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Et9_4_lVWss/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Et9_4_lVWss/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Imhotep,none,2024-04-08T16:01:24Z,Et9_4_lVWss,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Et9_4_lVWss"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/5/2023 17:14:00,Mr. Imhotep,Mr. Imhotep,,https://www.youtube.com/@mrimhotep,N°1 in African History,Channel,History,History; Kemet; Nile River Valley,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
38,2024-04-07T16:00:07Z,UCTTQWaoGloNuhunZevQ2F6g,Why are there so few Black Billionaires? What are we doing wrong?,This video explores some of the reasons why there are so few black billionaires and what you can do to become one.,"{'default': {'url': 'https://i.ytimg.com/vi/naLutKOXYMk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/naLutKOXYMk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/naLutKOXYMk/hqdefault.jpg', 'width': 480, 'height': 360}}",Africa Business Channel TV,none,2024-04-07T16:00:07Z,naLutKOXYMk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/naLutKOXYMk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",,,Africa Business Channel TV,,,,,Productivity,,,,
5,2024-04-07T14:09:31Z,UCIwGnOXoSXEI7Tooz3iKq5w,Listen carefully…,,"{'default': {'url': 'https://i.ytimg.com/vi/rDn-SB_oUMk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rDn-SB_oUMk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rDn-SB_oUMk/hqdefault.jpg', 'width': 480, 'height': 360}}",Without History,none,2024-04-07T14:09:31Z,rDn-SB_oUMk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/rDn-SB_oUMk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 15:58:08,Without History,Without History,,https://www.youtube.com/@withoutHistory,Exploring the hidden gems of African History. Support us on patreon.com/WithoutHistory or buymeacoffee.com/WithoutHistory ,Channel,History,History,,https://youtu.be/pfsHtW5kYak,
26,2024-04-06T14:30:13Z,UCW5NNtTSY5z5mENZ8dt-RCw,Nightlife In Sao Paulo Is Different,"A guide to Sao Paulo Nightlife São Paulo Brazil stands as the largest metropolis in the Americas, serving as the economic ...","{'default': {'url': 'https://i.ytimg.com/vi/gisPtbZWyj4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gisPtbZWyj4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gisPtbZWyj4/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-04-06T14:30:13Z,gisPtbZWyj4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/gisPtbZWyj4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 16:04:19,ACE,ACE,,https://www.youtube.com/@Acelive,"Travel The World With Ace Wholesome Travel Content - I'm a Budget Traveler that wants to meet ordinary people who do amazing things. My biggest hope is my videos encourage people to travel more. I do weekly uploads so check my channel out.  My Favorite movie quote: The Count of Monte Cristo ""God will give me Justice"":  A story about a man who was forgotten but gets a second chance at life.",Channel,Travel,Travel,,https://youtu.be/bZSdXhAJFQY,
24,2024-04-05T18:00:07Z,UCJmmxwdAsR7lD8fBA_qbEMw,An Honest Explanation of the Rwanda Genocide (Documentary),"In the vibrant tapestry of human history, there exist moments of profound darkness, where the hues of despair and cruelty stain the ...","{'default': {'url': 'https://i.ytimg.com/vi/xM3tg0edQ3E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xM3tg0edQ3E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xM3tg0edQ3E/hqdefault.jpg', 'width': 480, 'height': 360}}",African Biographics,none,2024-04-05T18:00:07Z,xM3tg0edQ3E,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/xM3tg0edQ3E"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 15:41:26,African Biographics ,African Biographics ,,https://www.youtube.com/@AfricanBiographics,"This is a channel where we profile African personalities that made or make a lasting impact on the world scene.  With uploads twice a month, the aim of this channel will introduce you to fascinating people hailing from the continent, who left an indelible mark on the African continent for better or for worse.  We also make explainer videos on notable events that happened or are currently happening on this beautiful Continent.   Please don't be shy to subscribe :)",Channel,History,History,,https://youtu.be/8EC-WjzR7zE,
29,2024-03-17T21:59:07Z,UCF71yDQwxfw0QcYb2JnkB5Q,I Spent $40K on Land in Belize and… Now What?,,"{'default': {'url': 'https://i.ytimg.com/vi/s6N2NohtFt0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/s6N2NohtFt0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/s6N2NohtFt0/hqdefault.jpg', 'width': 480, 'height': 360}}",PassportHeavy,none,2024-03-17T21:59:07Z,s6N2NohtFt0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/s6N2NohtFt0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 16:23:05,PassportHeavy ,PassportHeavy ,,https://www.youtube.com/@PassportHeavy,A visual platform to connect and inspire a new generation of travelers on their journey to getting Passport Heavy. Global content for a local experience.,Channel,Travel,Travel,,https://youtu.be/MeSlKfCRdmw,
13,2024-03-07T16:28:34Z,UCJH-fn0wLu5uwXX33jNToQw,Life in post-apartheid South Africa | Thabo Makhetha-Kwinana,"southafrica #apartheid #segregation #africanpodcast #africantopics Lesotho-born, South Africa raised fashion designer, Thabo ...","{'default': {'url': 'https://i.ytimg.com/vi/NbWALkH-3Ks/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NbWALkH-3Ks/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NbWALkH-3Ks/hqdefault.jpg', 'width': 480, 'height': 360}}",NewAfrica,none,2024-03-07T16:28:34Z,NbWALkH-3Ks,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/NbWALkH-3Ks"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 15:51:31,NewAfrica,NewAfrica,,https://www.youtube.com/@NewAfrica,Re-introducing minds to Africa through the lenses of history.,Channel,Current Events,History,,https://youtu.be/fRsFT11CxSk,
0,2024-02-19T00:25:24Z,UCHbmePHjGH3pklvSla6szWw,We React Live to Metatron&#39;s Response to My Video - @kingmono Joins the LIVE!,The King's Monologue and KueliMika join in a LIVE to React to Metatron's Response. We expose the lack of rigor. Here is the ...,"{'default': {'url': 'https://i.ytimg.com/vi/vPb9afzHhCc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vPb9afzHhCc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vPb9afzHhCc/hqdefault.jpg', 'width': 480, 'height': 360}}",KueliMika,none,2024-02-19T00:25:24Z,vPb9afzHhCc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vPb9afzHhCc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/7/2023 1:09:09,KueliMika,KueliMika,,https://www.youtube.com/@kuelimika/featured,"Hi! On this channel we analyze and review certain African historical and social knowledge taught to us by either our schools, our parents, our society, or the media. We do all that by remaining as objective as possible and as academically  sourced as possible. Therefore, we welcome you to join our channel, and participate in this journey to a better knowledge and  understanding of our past and our current society!",Channel,History,history; Kemet; Egypt,,https://youtu.be/71dcK6ozyBM,
35,2024-02-18T12:24:50Z,UCbvE_5m8kmm9U58gDHtzYrA,Sebastien Haller’s story is one of one!,,"{'default': {'url': 'https://i.ytimg.com/vi/7fWV5yJGqAU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7fWV5yJGqAU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7fWV5yJGqAU/hqdefault.jpg', 'width': 480, 'height': 360}}",AfroBallers,none,2024-02-18T12:24:50Z,7fWV5yJGqAU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7fWV5yJGqAU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",,,AfroBallers,,,,,Sports,,,,
33,2023-12-02T18:02:33Z,UCMMTYgqKEgCgy1pR6Axlf0A,African American moved to Ghana to build a shipping container home on 38 acre farm with crazy views!,Container home and 38 acre farm tour. Timestamps available. In today's video we meet Calvin Daniels and check out his shipping ...,"{'default': {'url': 'https://i.ytimg.com/vi/cwoGv1fVwnI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cwoGv1fVwnI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cwoGv1fVwnI/hqdefault.jpg', 'width': 480, 'height': 360}}",Build with Amoaa,none,2023-12-02T18:02:33Z,cwoGv1fVwnI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/cwoGv1fVwnI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",,Build with Amoaa,Build with Amoaa,,,,,Travel,,,,
3,2023-10-13T16:31:59Z,UC12lU5ymIvSpgl8KntDQUQA,Africans Were The First In The World To….,Patreon: https://www.patreon.com/HomeTeamHistory.,"{'default': {'url': 'https://i.ytimg.com/vi/XPItpcPzuXo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XPItpcPzuXo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XPItpcPzuXo/hqdefault.jpg', 'width': 480, 'height': 360}}",HomeTeam History,none,2023-10-13T16:31:59Z,XPItpcPzuXo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XPItpcPzuXo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/5/2023 16:46:01,HomeTeam History,HomeTeam History,@hometeamhistory806,https://youtu.be/tdXACaDUpOE, HomeTeam History,Channel,History,History; Education,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
15,2023-09-10T15:00:00Z,UCCfgU1Dgpz0MzA-4vP_gRuQ,Does This Country Have a Racist Name?,"How did Niger end up with a name that is confused with a racial slur? The Country of Niger is a country in West Africa, just south of ...","{'default': {'url': 'https://i.ytimg.com/vi/0AcrgzkrXvs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/0AcrgzkrXvs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/0AcrgzkrXvs/hqdefault.jpg', 'width': 480, 'height': 360}}",Risen Africa,none,2023-09-10T15:00:00Z,0AcrgzkrXvs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/0AcrgzkrXvs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/9/2023 1:05:51,Risen Africa,Risen Africa,,https://www.youtube.com/@RisenAfrica,"Welcome to Risen Africa!  Our desire to inspire a passion for learning about Africa runs deep. Risen Africa seeks to educate and connect Africa to the rest of the world through taking a closer look at the continent, the countries, the people, economies, geopolitics, successes and challenges.  A truly pan-African channel that provides a better understanding of Africa.   Stay Tuned and Subscribe!",Channel,Current Events,History,,https://youtu.be/DpIiSgyldMk,
9,2023-06-28T00:30:20Z,UCl6to6J7oVltnhHEVm1s87A,Unveiling East African Elegance: Rediscovering Historic Swahili Coast Portraits,theperspective #africanhistory #africanews #africax5 The vintage Swahili Postcards collection predominantly features ...,"{'default': {'url': 'https://i.ytimg.com/vi/lZi-5313few/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lZi-5313few/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lZi-5313few/hqdefault.jpg', 'width': 480, 'height': 360}}",Africax5 Network,none,2023-06-28T00:30:20Z,lZi-5313few,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/lZi-5313few"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",6/5/2023 17:17:27,Africax5,Africax5,,https://www.youtube.com/@africax5,"AFRICAX5 is an independent source of news and views, sourced from our interlinked online communities worldwide.   Our aim is to allow for better understanding of current affairs and complex issues in our community. And hopefully allow for a better quality of public discourse and conversations to reach a positive solution for our people.",Channel,Social Issues,News; History; Culture,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
