,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,Timestamp,Title,Creator,handle,URL,Description,Type,Category,Tag,Img,Example,Unnamed: 12
23,2024-03-06T10:01:23Z,UCLjzzg-cFWpEEjnWCOpXp3Q,Address to the African Nation: Uhuru 3 trial date has been set!,"""The FBI plans to put me on trial for fighting for Black Freedom. The people can defeat them."" Donate today: HandsOffUhuru.org.","{'default': {'url': 'https://i.ytimg.com/vi/qmbZVMpvdr8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/qmbZVMpvdr8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/qmbZVMpvdr8/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-03-06T10:01:23Z,qmbZVMpvdr8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/qmbZVMpvdr8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/5/2023 17:20:58,The Burning Spear,The Burning Spear,,https://www.youtube.com/@theburningspear,The online voice of the International African Revolution,Channel,Current Events,News; Discussion; Strategy; Implementation; Revolution,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
9,2024-03-06T09:08:41Z,UCl6to6J7oVltnhHEVm1s87A,"BATTLE OF ADWA, FIRST ITALO-ETHIOPIAN WAR",theperspective #africanhistory #africanews #africax5 Emperor Menelik II and Empress Tatyu Betul led the Ethiopian army to a ...,"{'default': {'url': 'https://i.ytimg.com/vi/ZeIQUtfkd-g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZeIQUtfkd-g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZeIQUtfkd-g/hqdefault.jpg', 'width': 480, 'height': 360}}",Africax5 Network,none,2024-03-06T09:08:41Z,ZeIQUtfkd-g,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/ZeIQUtfkd-g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/5/2023 17:17:27,Africax5,Africax5,,https://www.youtube.com/@africax5,"AFRICAX5 is an independent source of news and views, sourced from our interlinked online communities worldwide.   Our aim is to allow for better understanding of current affairs and complex issues in our community. And hopefully allow for a better quality of public discourse and conversations to reach a positive solution for our people.",Channel,Social Issues,News; History; Culture,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
5,2024-03-03T23:01:01Z,UCIwGnOXoSXEI7Tooz3iKq5w,The Greatest civilization in history was …,,"{'default': {'url': 'https://i.ytimg.com/vi/GXqK0mro1rk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GXqK0mro1rk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GXqK0mro1rk/hqdefault.jpg', 'width': 480, 'height': 360}}",Without History,none,2024-03-03T23:01:01Z,GXqK0mro1rk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/GXqK0mro1rk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 15:58:08,Without History,Without History,,https://www.youtube.com/@withoutHistory,Exploring the hidden gems of African History. Support us on patreon.com/WithoutHistory or buymeacoffee.com/WithoutHistory ,Channel,History,History,,https://youtu.be/pfsHtW5kYak,
30,2024-03-03T15:59:45Z,UCOhiR-6Y-MZtMERKRENrcRw,Why Africa is a Cur5e to African Americans and Diaspora,"This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/sj0loH4sIpo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/sj0loH4sIpo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/sj0loH4sIpo/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-03-03T15:59:45Z,sj0loH4sIpo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/sj0loH4sIpo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 16:25:11,GoBlack2Africa,GoBlack2Africa,,https://www.youtube.com/@goblack2africa54,"This channel is to educate and bring to light the up and coming Continent of Africa.  Recreating the depiction of Africa for what it truly is.  So many who are from the Diaspora will be motivated to visit or relocate to Africa.  Lastly, GOBLACK2AFRICA provides motivational talks and current events happening in our life that we can learn from. Get ready to venture into the real life and adventures of the African. Our website GoBlack2Africa@gmail.com will be up in January.  Please look through all the exciting things we will be involved in for your experience in Africa.",Channel,Travel,Travel,,https://youtu.be/GZ0e6v5jYyQ,
27,2024-03-03T14:03:18Z,UCwZ2vurIl_X8rv0Dv4mu12A,"Dr. Jerika Johnstone On Kemetic Yoga, Meaning Of The Ankh, Quieting The Mind, Education System..",Dr. Jerika Johnstone is a certified Kemetic teacher and educator . 00:03 What is Kemetic yoga ? 06:11 Yoga meditation versus a ...,"{'default': {'url': 'https://i.ytimg.com/vi/zFtEndYrILo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/zFtEndYrILo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/zFtEndYrILo/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2024-03-03T14:03:18Z,zFtEndYrILo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/zFtEndYrILo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 16:11:25,I Never Knew Tv,I Never Knew Tv,,https://www.youtube.com/@INEVERKNEWTV,I Never Knew TV’s mission is to inform and inspire curious minds through meaningful dialogue and the sharing of revolutionary ideas and practices. ,Channel,Social Issues,Culture,,https://youtu.be/yhvQjRLSjyA,
28,2024-03-03T13:20:05Z,UCF-A_4x9-bLrxXrmgBOWuJA,CIC Julius Malema Celebrates Birthday At Ivory Park Community Centre.,,"{'default': {'url': 'https://i.ytimg.com/vi/MJROQ1fRyPA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MJROQ1fRyPA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MJROQ1fRyPA/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-03-03T13:20:05Z,MJROQ1fRyPA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/MJROQ1fRyPA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 16:15:26,Economic Freedom Fighters,Economic Freedom Fighters,,https://www.youtube.com/@economicfreedomfighters7948,Economic Freedom Fighters,Channel,Current Events,Politics,,https://youtu.be/NFB3j-4uBiY,
4,2024-03-03T00:34:11Z,UCh2ANLALdN1OZUJKmvchkkg,How We Are Dodging Fake History This Year 😂,,"{'default': {'url': 'https://i.ytimg.com/vi/W-zCga_PWgk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/W-zCga_PWgk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/W-zCga_PWgk/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Imhotep,none,2024-03-03T00:34:11Z,W-zCga_PWgk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/W-zCga_PWgk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/5/2023 17:14:00,Mr. Imhotep,Mr. Imhotep,,https://www.youtube.com/@mrimhotep,N°1 in African History,Channel,History,History; Kemet; Nile River Valley,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
1,2024-03-02T21:13:44Z,UC__wkIWEfbnTAYVT8j6gfPg,A Message to Metatron,"In response to Metetron's response to Kuelimika we have a message for Metetron. This statement by Egyptian born Egyptologist, ...","{'default': {'url': 'https://i.ytimg.com/vi/gXkOq6_eDPc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gXkOq6_eDPc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gXkOq6_eDPc/hqdefault.jpg', 'width': 480, 'height': 360}}",Know Thyself,none,2024-03-02T21:13:44Z,gXkOq6_eDPc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/gXkOq6_eDPc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 15:46:34,Know Thyself,Know Thyself,,https://youtu.be/fH8cSxfGiuA,"𓂀 Eye Am One with Spirit Peace, peace, family, and welcome to the channel. Magnum Opus® presents Know Thyself Institute YouTube channel.  Grab the kids and some popcorn and learn about Africa in antiquity and our place on the world stage.  Know Thyself the Docuseries: First Season of Know Thyself the Docuseries will uncover the hidden history of Nile Valley culture as well as its origins.  𓁠 - Know Thyself  On this channel we promote critical thinking and encourage growth and healing. Knowledge, wisdom, and understanding are the pillars on which we stand, and it is these core principles which influence and shape our content. Join us as we explore different subjects and engage in ways that are both thought provoking and inspiring.  Powered by Magnum Opus | Master Your Craft®  Know Thyself Institute: https://www.KnowThyselfInstitute.com https://www.facebook.com/knowthyselfinstitute Magnum Opus Film: https://www.MagnumOpusPublications.com",Channel,History,History,,https://youtu.be/fH8cSxfGiuA,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1
24,2024-03-02T10:00:23Z,UCJmmxwdAsR7lD8fBA_qbEMw,From Wagner to Africa Corps: The Rise of Russian Mercenaries in Africa,"On Jan. 24 2024, Russia's newly formed Africa Corps published the first images of a deployment to Burkina Faso on its Telegram ...","{'default': {'url': 'https://i.ytimg.com/vi/bhWk08UeBGI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bhWk08UeBGI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bhWk08UeBGI/hqdefault.jpg', 'width': 480, 'height': 360}}",African Biographics,none,2024-03-02T10:00:23Z,bhWk08UeBGI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/bhWk08UeBGI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 15:41:26,African Biographics ,African Biographics ,,https://www.youtube.com/@AfricanBiographics,"This is a channel where we profile African personalities that made or make a lasting impact on the world scene.  With uploads twice a month, the aim of this channel will introduce you to fascinating people hailing from the continent, who left an indelible mark on the African continent for better or for worse.  We also make explainer videos on notable events that happened or are currently happening on this beautiful Continent.   Please don't be shy to subscribe :)",Channel,History,History,,https://youtu.be/8EC-WjzR7zE,
25,2024-03-01T16:56:17Z,UClwrpH_Np9zk8uMwnMwu8Nw,The Jamaica You Don’t See On TV!🇯🇲,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/UHTFxpeqLJs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UHTFxpeqLJs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UHTFxpeqLJs/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-03-01T16:56:17Z,UHTFxpeqLJs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/UHTFxpeqLJs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 15:55:53,WODE MAYA,WODE MAYA,,https://www.youtube.com/@WODEMAYA,"Kobina Ackon known widely by the brand name, Wode Maya is a Ghanaian freelance Vlogger / YouTuber. With a degree in Aeronautical Engineering from Shenyang Aerospace University, China, Wode Maya has, over the years been able to create a niche for himself in the area of Social Media Content creation and in a space of a few years; his channel grew in popularity, attracting over a Million subscribers.",Channel,Travel,Travel,,https://youtu.be/iAgXTLYExE0,
16,2024-03-01T01:30:09Z,UCPk29gUc_ltOGQ6f3Lh5kCg,John Henrik Clarke - Live In Chicago (1992) | Origin and Impact of White Racism,"John Henrik Clarke (born John Henry Clark; January 1, 1915 – July 16, 1998) was an African-American historian, professor, ...","{'default': {'url': 'https://i.ytimg.com/vi/xJ3js4xGHlg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xJ3js4xGHlg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xJ3js4xGHlg/hqdefault.jpg', 'width': 480, 'height': 360}}",Reelblack One,none,2024-03-01T01:30:09Z,xJ3js4xGHlg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/xJ3js4xGHlg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/5/2023 17:23:15,Reel Black,Reel Black,,https://www.youtube.com/@reelblack,"Reelblack's mission is to educate, entertain, enlighten and empower people through Black film. Since 2007, we have been capturing the New Black Film Revolution through interviews with the filmmakers, actors and musicians that make up the movement. In addition to our original content, we dig through archives to share video and music relevant to these conversations. Founder MIKE D. is a graduate of both NYU and The American Film Institute. ",Channel,Entertainment,Entertainment; Film,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
0,2024-02-19T00:25:24Z,UCHbmePHjGH3pklvSla6szWw,We React Live to Metatron&#39;s Response to My Video - @kingmono Joins the LIVE!,The King's Monologue and KueliMika join in a LIVE to React to Metatron's Response. We expose the lack of rigor. Here is the ...,"{'default': {'url': 'https://i.ytimg.com/vi/vPb9afzHhCc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vPb9afzHhCc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vPb9afzHhCc/hqdefault.jpg', 'width': 480, 'height': 360}}",KueliMika,none,2024-02-19T00:25:24Z,vPb9afzHhCc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vPb9afzHhCc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 1:09:09,KueliMika,KueliMika,,https://www.youtube.com/@kuelimika/featured,"Hi! On this channel we analyze and review certain African historical and social knowledge taught to us by either our schools, our parents, our society, or the media. We do all that by remaining as objective as possible and as academically  sourced as possible. Therefore, we welcome you to join our channel, and participate in this journey to a better knowledge and  understanding of our past and our current society!",Channel,History,history; Kemet; Egypt,,https://youtu.be/71dcK6ozyBM,
35,2024-02-18T12:24:50Z,UCbvE_5m8kmm9U58gDHtzYrA,Sebastien Haller’s story is one of one!,,"{'default': {'url': 'https://i.ytimg.com/vi/7fWV5yJGqAU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7fWV5yJGqAU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7fWV5yJGqAU/hqdefault.jpg', 'width': 480, 'height': 360}}",AfroBallers,none,2024-02-18T12:24:50Z,7fWV5yJGqAU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7fWV5yJGqAU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",,,AfroBallers,,,,,Sports,,,,
29,2024-02-05T03:17:06Z,UCF71yDQwxfw0QcYb2JnkB5Q,Why I Left the American Dream for Ghana 🇬🇭,Meet the Dynamic Duo: Nana Amobi & Kokwe Amegavie Friends for 20+ years and the masterminds behind Polish'd & Hair ...,"{'default': {'url': 'https://i.ytimg.com/vi/I_9Ev2rbvtA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/I_9Ev2rbvtA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/I_9Ev2rbvtA/hqdefault.jpg', 'width': 480, 'height': 360}}",PassportHeavy,none,2024-02-05T03:17:06Z,I_9Ev2rbvtA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/I_9Ev2rbvtA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 16:23:05,PassportHeavy ,PassportHeavy ,,https://www.youtube.com/@PassportHeavy,A visual platform to connect and inspire a new generation of travelers on their journey to getting Passport Heavy. Global content for a local experience.,Channel,Travel,Travel,,https://youtu.be/MeSlKfCRdmw,
3,2024-01-19T21:24:03Z,UC12lU5ymIvSpgl8KntDQUQA,Why No Jesus Or Muhammad Of Africa?,Patreon: https://www.patreon.com/HomeTeamHistory.,"{'default': {'url': 'https://i.ytimg.com/vi/jh4ln6QcYVE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/jh4ln6QcYVE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/jh4ln6QcYVE/hqdefault.jpg', 'width': 480, 'height': 360}}",HomeTeam History,none,2024-01-19T21:24:03Z,jh4ln6QcYVE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/jh4ln6QcYVE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/5/2023 16:46:01,HomeTeam History,HomeTeam History,@hometeamhistory806,https://youtu.be/tdXACaDUpOE, HomeTeam History,Channel,History,History; Education,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
33,2023-12-02T18:02:33Z,UCMMTYgqKEgCgy1pR6Axlf0A,African American moved to Ghana to build a shipping container home on 38 acre farm with crazy views!,Container home and 38 acre farm tour. Timestamps available. In today's video we meet Calvin Daniels and check out his shipping ...,"{'default': {'url': 'https://i.ytimg.com/vi/cwoGv1fVwnI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cwoGv1fVwnI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cwoGv1fVwnI/hqdefault.jpg', 'width': 480, 'height': 360}}",Build with Amoaa,none,2023-12-02T18:02:33Z,cwoGv1fVwnI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/cwoGv1fVwnI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",,Build with Amoaa,Build with Amoaa,,,,,Travel,,,,
15,2023-09-10T15:00:00Z,UCCfgU1Dgpz0MzA-4vP_gRuQ,Does This Country Have a Racist Name?,"How did Niger end up with a name that is confused with a racial slur? The Country of Niger is a country in West Africa, just south of ...","{'default': {'url': 'https://i.ytimg.com/vi/0AcrgzkrXvs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/0AcrgzkrXvs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/0AcrgzkrXvs/hqdefault.jpg', 'width': 480, 'height': 360}}",Risen Africa,none,2023-09-10T15:00:00Z,0AcrgzkrXvs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/0AcrgzkrXvs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/9/2023 1:05:51,Risen Africa,Risen Africa,,https://www.youtube.com/@RisenAfrica,"Welcome to Risen Africa!  Our desire to inspire a passion for learning about Africa runs deep. Risen Africa seeks to educate and connect Africa to the rest of the world through taking a closer look at the continent, the countries, the people, economies, geopolitics, successes and challenges.  A truly pan-African channel that provides a better understanding of Africa.   Stay Tuned and Subscribe!",Channel,Current Events,History,,https://youtu.be/DpIiSgyldMk,
37,2023-04-10T21:16:57Z,UCuvO0y2EU_kRfYzlhGJNOKA,How Eugenics Erased Black History,This video is a culmination of my past videos. I created this video to help everyone make sense of how U.S. and World History was ...,"{'default': {'url': 'https://i.ytimg.com/vi/Djrw5_qadDs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Djrw5_qadDs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Djrw5_qadDs/hqdefault.jpg', 'width': 480, 'height': 360}}",Straight UP,none,2023-04-10T21:16:57Z,Djrw5_qadDs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Djrw5_qadDs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",,,Straight Up,,,,,History,,,,
